Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
3752,2:13:27,Akihiko Tsumurai,JPN,10 JUL 1984,19,Tokyo (JPN),26 FEB 2017,Men,Marathon
3752,2:13:27,Mohamed Ahmami,MAR,12 FEB 1984,3,Casablanca (MAR),29 OCT 2017,Men,Marathon
3752,2:13:27,Naoto Suzuki,JPN,16 DEC 1965,8,Tokyo (JPN),13 FEB 1994,Men,Marathon
3752,2:13:27,Cho-Myong Sam,PRK,24 SEP 1960,2,Pyongyang (PRK),25 APR 1985,Men,Marathon
3752,2:13:27,Han-Chun Cho,KOR,25 MAR 1969,8,Chuncheon (KOR),22 MAR 1992,Men,Marathon
3752,2:13:27,Udo Reeh,FRG,05 MAR 1957,5,München (GER),23 APR 1989,Men,Marathon
3752,2:13:27,Wiesław Furmanek,POL,16 MAY 1959,4,Debno (POL),27 MAR 1988,Men,Marathon
3752,2:13:27,Boay Gurgo,TAN,15 FEB 1968,6,Beijing (CHN),18 OCT 1987,Men,Marathon
3752,2:13:27,Japhet Mashishanga,TAN,11 SEP 1960,3,Berlin (GER),04 OCT 1987,Men,Marathon
3752,2:13:27,Petr Klimes,TCH,27 OCT 1958,14,London (GBR),10 MAY 1987,Men,Marathon
3752,2:13:27,Nicolae Mustata,ROU,24 FEB 1941,2,Karl Marx Stadt (GDR),19 MAY 1968,Men,Marathon
3752,2:13:27,David Taylor,GBR,09 JAN 1964,6,Frankfurt (GER),26 OCT 1997,Men,Marathon
3752,2:13:27,Osamu Shimokawa,JPN,14 FEB 1970,5,Nobeoka (JPN),28 FEB 1999,Men,Marathon
3772,2:13:28,Chuko Kuma,ETH,,13,Dubai (UAE),26 JAN 2018,Men,Marathon
3772,2:13:28,Gebrejidan Egziabher Abadi,ETH,,7,Sevilla (ESP),13 FEB 2011,Men,Marathon
3772,2:13:28,Paul Kiprop,KEN,1986,5,Hofu (JPN),15 DEC 2019,Men,Marathon
3772,2:13:28,Daniel Komen Kipcheru,KEN,,9,Nairobi (KEN),31 OCT 2010,Men,Marathon
3772,2:13:28,Mathew Bungei,KEN,,7,Nairobi (KEN),31 OCT 2010,Men,Marathon
3772,2:13:28,Mekonnen Tamru,ETH,,7,Seoul (KOR),03 NOV 2019,Men,Marathon
3772,2:13:28,Edward Mbuni,KEN,,8,Nairobi (KEN),31 OCT 2010,Men,Marathon
3772,2:13:28,Dickson Kipkoros Terer,KEN,1981,1,St. Wendel (GER),27 APR 2014,Men,Marathon
3772,2:13:28,Ulise Martin,PER,26 MAY 1996,2,Lima (PER),23 MAY 2021,Men,Marathon
3772,2:13:28,Hideki Yamaoka,JPN,13 OCT 1955,6,Oita (JPN),05 FEB 1984,Men,Marathon
3772,2:13:28,Vladimir Beloborodov,URS,13 OCT 1951,6,Mogilyov (URS),15 JUN 1985,Men,Marathon
3772,2:13:28,Leykun Gebremedhin,ETH,1970,5,Roma (ITA),24 MAR 1996,Men,Marathon
3772,2:13:28,Teruto Ozaki,JPN,02 NOV 1978,5,Beijing (CHN),15 OCT 2006,Men,Marathon
3772,2:13:28,Zhenlong Zhang,CHN,11 JAN 1987,5,Dalian (CHN),18 APR 2010,Men,Marathon
3772,2:13:28,Ketema Amensis Tadesse,ETH,17 APR 1984,5,Košice (SVK),04 OCT 2009,Men,Marathon
3772,2:13:28,Eleuterio Antón,ESP,30 MAR 1950,1,Fuenterrabia (ESP),20 MAY 1984,Men,Marathon
3772,2:13:28,Victor Kiplagat Kigen,KEN,11 NOV 1984,1,Beograd (SRB),18 APR 2009,Men,Marathon
3772,2:13:28,Titus Kipkorir Kurgat,KEN,16 JAN 1983,16,Frankfurt (GER),31 OCT 2010,Men,Marathon
3790,2:13:29,Jackson Kirwa Kiprono,KEN,20 MAY 1986,3,Torino (ITA),18 NOV 2012,Men,Marathon
3790,2:13:29,Nicolae Alexandru Soare,ROU,20 SEP 1991,36,Valencia (ESP),04 DEC 2022,Men,Marathon
3790,2:13:29,Sisay Fekadu,ETH,,1,San Sebastián (ESP),27 NOV 2022,Men,Marathon
3790,2:13:29,Arttu Vattulainen,FIN,03 DEC 1991,4,Fürstenfeld (AUT),23 MAY 2021,Men,Marathon
3790,2:13:29,Robin Watson,CAN,23 JUN 1983,6,Toronto (CAN),20 OCT 2013,Men,Marathon
3790,2:13:29,Philimon Terer,KEN,1985,17,Frankfurt (GER),31 OCT 2010,Men,Marathon
3790,2:13:29,Juan Carlos Cardona,COL,07 SEP 1974,2,"Baltimore, MD (USA)",16 OCT 2010,Men,Marathon
3790,2:13:29,Katsuhiko Fukunaga,JPN,14 MAY 1975,17,Tokyo (JPN),08 FEB 2004,Men,Marathon
3790,2:13:29,Abraham Kipkemboi Mayo,KEN,06 OCT 1978,1,Piacenza (ITA),09 MAR 2003,Men,Marathon
3790,2:13:29,Rami Tsebe,RSA,07 OCT 1964,3,Durban (RSA),10 SEP 1989,Men,Marathon
3790,2:13:29,Mats Erixon,SWE,19 MAR 1958,13,"Chicago, IL (USA)",20 OCT 1985,Men,Marathon
3790,2:13:29,Valentin Starikov,URS,07 NOV 1957,6,Tokyo (JPN),10 FEB 1985,Men,Marathon
3790,2:13:29,Marc De Blander,BEL,08 JUL 1959,15,London (GBR),17 APR 1983,Men,Marathon
3790,2:13:29,Jon Sinclair,USA,04 SEP 1957,1,"Cleveland, OH (USA)",11 OCT 1981,Men,Marathon
3790,2:13:29,Sammy Kosgei,KEN,1974,3,Cesano Boscone (ITA),08 OCT 2000,Men,Marathon
3790,2:13:29,Yun-Keun Chung,KOR,24 MAY 1965,4,Seoul (KOR),18 MAR 1990,Men,Marathon
3806,2:13:30,Evans Ogaro Obuchi,KEN,1970,5,Reims (FRA),22 OCT 2000,Men,Marathon
3806,2:13:30,Ezekiel Kemboi,KEN,10 JAN 1996,8,Madrid (ESP),26 SEP 2021,Men,Marathon
3806,2:13:30,Shota Hattori,JPN,28 OCT 1991,23,Otsu (JPN),10 MAR 2019,Men,Marathon
3806,2:13:30,Sean Quigley,USA,08 FEB 1985,14,Fukuoka (JPN),07 DEC 2014,Men,Marathon
3806,2:13:30,Falk Cierpinski,GER,17 MAY 1978,9,Berlin (GER),28 SEP 2008,Men,Marathon
3806,2:13:30,John Kioko,KEN,1976,3,Beograd (SRB),21 APR 2007,Men,Marathon
3806,2:13:30,Kosuke Yamauchi,JPN,04 MAY 1976,2,Nobeoka (JPN),22 FEB 2004,Men,Marathon
3806,2:13:30,Martin Grüning,FRG,02 DEC 1962,3,"Houston, TX (USA)",14 JAN 1990,Men,Marathon
3806,2:13:30,Sergey Yanikeyev,RUS,1975,4,Moskva (RUS),16 MAY 1999,Men,Marathon
3806,2:13:30,Marco Ochoa,USA,13 JUN 1964,12,"Chicago, IL (USA)",20 OCT 1996,Men,Marathon
3806,2:13:30,József Kovács,HUN,05 JUN 1967,2,Szeged (HUN),14 MAR 1987,Men,Marathon
3806,2:13:30,Brian Armstrong,CAN,09 SEP 1948,3,Manchester (GBR),03 JUN 1973,Men,Marathon
3806,2:13:30,Martti Kiilholma,FIN,03 JUN 1950,11,"Houston, TX (USA)",15 JAN 1984,Men,Marathon
3806,2:13:30,Yuki Arimura,JPN,21 SEP 1992,43,Tokyo (JPN),06 MAR 2022,Men,Marathon
3806,2:13:30,Edoardo Romano,ITA,29 AUG 1971,9,Venezia (ITA),24 OCT 1999,Men,Marathon
3806,2:13:30,Calum Johnson,GBR,01 JUL 1994,47,Sevilla (ESP),19 FEB 2023,Men,Marathon
3806,2:13:30,Omer Ramon,ISR,03 JUL 1997,48,Sevilla (ESP),20 FEB 2022,Men,Marathon
3806,2:13:30,Lindsay Robertson,GBR,28 JUN 1958,1,Frankfurt (GER),25 OCT 1987,Men,Marathon
3824,2:13:31,Valmir De Carvalho,BRA,04 MAR 1959,3,Porto Alegre (BRA),29 MAY 1994,Men,Marathon
3824,2:13:31,Joachim Nshimirimana,BDI,13 JAN 1973,1,Ljubljana (SLO),24 OCT 2004,Men,Marathon
3824,2:13:31,Richard Mutai Kiprono,KEN,1974,3,Venezia (ITA),28 OCT 2007,Men,Marathon
3824,2:13:31,Robert Kipkoech Kirui,KEN,1992,1,Graz (AUT),10 OCT 2010,Men,Marathon
3824,2:13:31,Arturo Malaquias Delgado,MEX,16 APR 1975,5,Torreón (MEX),04 MAR 2012,Men,Marathon
3824,2:13:31,Abdellatif Lahouirich,MAR,12 MAR 1971,16,Paris (FRA),07 APR 2002,Men,Marathon
3824,2:13:31,Jan Fjørestad,NOR,28 FEB 1954,16,London (GBR),17 APR 1983,Men,Marathon
3824,2:13:31,Kazuhiro Katsube,JPN,27 APR 1965,3,Oita (JPN),02 FEB 1997,Men,Marathon
3832,2:13:32,Abednego Cheruiyot,KEN,09 FEB 1994,7,Mersin (TUR),10 DEC 2023,Men,Marathon
3832,2:13:32,Geoffrey Kenisi,KEN,1987,2,"Duluth, MN (USA)",17 JUN 2017,Men,Marathon
3832,2:13:32,Ricardo Serrano,ESP,29 OCT 1980,6,Berlin (GER),25 SEP 2011,Men,Marathon
3832,2:13:32,Alexis Godefroy,FRA,29 JUL 1994,59,Valencia (ESP),03 DEC 2023,Men,Marathon
3832,2:13:32,Christopher Hamer,AUS,02 AUG 1988,21,Amsterdam (NED),15 OCT 2017,Men,Marathon
3832,2:13:32,Lhoussaine Dada,MAR,,12,Rabat (MAR),21 APR 2019,Men,Marathon
3832,2:13:32,Kazuharu Takai,JPN,10 MAY 1984,79,Otsu (JPN),28 FEB 2021,Men,Marathon
3832,2:13:32,Erick Chepkwony Kiptoon,KEN,24 MAY 1978,6,Carpi (ITA),06 OCT 2002,Men,Marathon
3832,2:13:32,Mekasha Alemu Tsegaye,ETH,,8,Hangzhou (CHN),06 NOV 2016,Men,Marathon
3832,2:13:32,Panayotis Charamis,GRE,28 JAN 1971,21,Rotterdam (NED),16 APR 2000,Men,Marathon
3832,2:13:32,Liang Xu,CHN,20 AUG 1955,5,Essonne (FRA),16 MAR 1980,Men,Marathon
3832,2:13:32,Yevgeniy Martyanov,URS,03 NOV 1950,12,Moskva (URS),24 MAY 1980,Men,Marathon
3832,2:13:32,Hiroshi Munakata,JPN,05 APR 1959,9,Tokyo (JPN),09 FEB 1986,Men,Marathon
3832,2:13:32,Antonio Bordello Martins,FRA,23 AUG 1963,2,Monaco (MON),21 NOV 1999,Men,Marathon
3832,2:13:32,Bong-Ju Kim,KOR,24 MAR 1968,9,Chuncheon (KOR),22 MAR 1992,Men,Marathon
3832,2:13:32,Fedor Ryzhov,RUS,07 MAR 1960,3,"Duluth, MN (USA)",19 JUN 1999,Men,Marathon
3832,2:13:32,Steve Binns,GBR,25 AUG 1960,10,"Chicago, IL (USA)",30 OCT 1988,Men,Marathon
3832,2:13:32,Charles Vilakazi,RSA,16 JAN 1960,4,Port Elizabeth (RSA),04 MAY 1985,Men,Marathon
3850,2:13:33,Eberhard Weyel,FRG,30 MAY 1954,1,Neuf Brisach (FRA),26 OCT 1980,Men,Marathon
3850,2:13:33,Alfred Kipserem Cherop,KEN,02 MAR 1986,4,Annecy (FRA),30 APR 2017,Men,Marathon
3850,2:13:33,Greg Leroy,USA,17 OCT 1947,4,"Metairie, LA (USA)",10 FEB 1980,Men,Marathon
3850,2:13:33,Rustam Shagiev,URS,23 JAN 1963,7,Uzhgorod (URS),12 APR 1987,Men,Marathon
3850,2:13:33,Takuro Yamashita,JPN,21 OCT 1984,3,Nobeoka (JPN),13 FEB 2011,Men,Marathon
3850,2:13:33,Luis Miguel Masabanda,ECU,13 JAN 1996,36,Berlin (GER),24 SEP 2023,Men,Marathon
3850,2:13:33,Bo Zhou,CHN,09 AUG 1993,6,Hangzhou (CHN),17 APR 2022,Men,Marathon
3850,2:13:33,Masanori Sumida,JPN,08 JAN 1996,2,Sapporo (JPN),25 AUG 2019,Men,Marathon
3850,2:13:33,David Manja,RSA,08 JUN 1991,2,Dublin (IRL),28 OCT 2018,Men,Marathon
3850,2:13:33,Alejandro Suárez,MEX,30 NOV 1980,4,Torreón (MEX),01 MAR 2009,Men,Marathon
3850,2:13:33,Erick Chedoi Yator,KEN,1980,6,Beograd (SRB),22 APR 2006,Men,Marathon
3850,2:13:33,Gideon Kimeli Koech,KEN,1972,8,Amsterdam (NED),17 OCT 1999,Men,Marathon
3850,2:13:33,Anatoliy Archakov,RUS,16 JUN 1966,5,Moskva (RUS),16 MAY 1999,Men,Marathon
3850,2:13:33,Stéphane Schweickhardt,SUI,14 SEP 1960,16,Paris (FRA),04 APR 1999,Men,Marathon
3850,2:13:33,Gumersindo Olmedo,MEX,14 JAN 1963,5,"Los Angeles, CA (USA)",06 MAR 1994,Men,Marathon
3850,2:13:33,Peter Fleming,GBR,05 JAN 1961,24,San Sebastián (ESP),31 OCT 1993,Men,Marathon
3850,2:13:33,Ali Mabruk El Zaidi,LBA,13 JAN 1978,7,Milano (ITA),23 NOV 2008,Men,Marathon
3850,2:13:33,Leikun Gebremadhin,ETH,1970,9,Rotterdam (NED),16 APR 1989,Men,Marathon
3850,2:13:33,Leonard Kipyego Kipkoech,KEN,,7,Reims (FRA),21 OCT 2007,Men,Marathon
3869,2:13:34,Pierre Denays,BEL,20 MAY 1989,37,Valencia (ESP),04 DEC 2022,Men,Marathon
3869,2:13:34,Charlie Hulson,GBR,07 MAR 1993,20,London (GBR),04 OCT 2020,Men,Marathon
3869,2:13:34,Dehong Li,CHN,08 AUG 1995,11,Nanjing (CHN),29 NOV 2020,Men,Marathon
3869,2:13:34,Wellington Bezerra Da Silva,BRA,19 JUN 1988,18,Hamburg (GER),28 APR 2019,Men,Marathon
3869,2:13:34,Ivan Siuris,MDA,17 JUN 1991,68,Sevilla (ESP),18 FEB 2024,Men,Marathon
3869,2:13:34,Aman Kedi,ETH,16 SEP 1994,2,Qingdao (CHN),21 APR 2024,Men,Marathon
3869,2:13:34,Samuel Katui,ZIM,,6,Bloemfontein (RSA),16 APR 2016,Men,Marathon
3869,2:13:34,Takumi Komatsu,JPN,29 SEP 1994,8,Sapporo (JPN),28 AUG 2022,Men,Marathon
3869,2:13:34,Edwin Korir,KEN,02 AUG 1987,7,Zürich (SUI),19 APR 2015,Men,Marathon
3869,2:13:34,Doug Kurtis,USA,12 MAR 1952,1,"Metairie, LA (USA)",07 FEB 1982,Men,Marathon
3869,2:13:34,Colin Moore,GBR,25 NOV 1960,1,"Houston, TX (USA)",16 JAN 1994,Men,Marathon
3869,2:13:34,Collins Kibet,KEN,1988,3,Linz (AUT),22 APR 2012,Men,Marathon
3869,2:13:34,Stephen Rerimoi,KEN,22 DEC 1973,1,Lisboa (POR),18 APR 2004,Men,Marathon
3869,2:13:34,Paul Atudonyang,KEN,1978,3,Torreón (MEX),03 MAR 2002,Men,Marathon
3869,2:13:34,Peter Lyrenmann,SUI,17 MAY 1957,6,Frankfurt (GER),13 MAY 1984,Men,Marathon
3869,2:13:34,Jacob Ngunzu,KEN,1959,1,Lisboa (POR),18 OCT 1992,Men,Marathon
3869,2:13:34,Sergio Reyes,USA,25 OCT 1981,4,St. Paul (USA),06 OCT 2013,Men,Marathon
3869,2:13:34,David Clarke,GBR,1958,1,Stockholm (SWE),03 JUN 1989,Men,Marathon
3887,2:13:35,Hector Martin,MEX,,4,Unknown,30 OCT 1994,Men,Marathon
3887,2:13:35,Yuki Mizuno,JPN,19 FEB 1999,80,Otsu (JPN),28 FEB 2021,Men,Marathon
3887,2:13:35,Isaac Kiplagat,KEN,06 FEB 1987,4,Chuncheon (KOR),25 OCT 2015,Men,Marathon
3887,2:13:35,Berhane Oqubit,ERI,02 SEP 1978,13,Frankfurt (GER),28 OCT 2012,Men,Marathon
3887,2:13:35,Lucky Mohale,RSA,21 AUG 1985,5,Casablanca (MAR),24 OCT 2010,Men,Marathon
3887,2:13:35,Dismas Ewet,KEN,1976,2,Mombasa (KEN),25 MAY 2008,Men,Marathon
3887,2:13:35,Meck Mothuli,RSA,12 APR 1976,2,Durban (RSA),04 MAR 2001,Men,Marathon
3887,2:13:35,Wilbeforce Talel Kapkeny,KEN,10 JAN 1980,7,Wien (AUT),29 APR 2007,Men,Marathon
3887,2:13:35,Allaoua Khellil,ALG,24 JUL 1954,1,Caen (FRA),13 JUN 1993,Men,Marathon
3887,2:13:35,Abdallah Sbaiti,MAR,27 APR 1966,9,Venezia (ITA),09 OCT 1994,Men,Marathon
3887,2:13:35,István Kerékjártó,HUN,13 JUN 1953,1,Szeged (HUN),22 MAR 1986,Men,Marathon
3887,2:13:35,John Skovberg,DEN,22 JAN 1956,1,Berlin (GER),30 SEP 1984,Men,Marathon
3887,2:13:35,Guebre Gurmu,ETH,12 JAN 1947,1,Zanzibar (TAN),27 MAR 1976,Men,Marathon
3887,2:13:35,Jaouad Tougane,MAR,10 JAN 1989,4,Warszawa (POL),22 APR 2018,Men,Marathon
3887,2:13:35,Aleksandr Saprykin,KAZ,05 SEP 1966,3,Lyon (FRA),03 OCT 1999,Men,Marathon
3887,2:13:35,Daniel Samoei,KEN,,1,Puteaux (FRA),10 NOV 1996,Men,Marathon
3903,2:13:36,Guangyao Wang,CHN,03 FEB 1999,12,Nanjing (CHN),29 NOV 2020,Men,Marathon
3903,2:13:36,Abel Rop,KEN,24 JAN 1986,1,Wrocław (POL),10 SEP 2017,Men,Marathon
3903,2:13:36,Koki Tanaka,JPN,12 JAN 1994,3,Sapporo (JPN),25 AUG 2019,Men,Marathon
3903,2:13:36,Omar Abdillahi,DJI,12 MAY 1967,2,Rouen (FRA),27 OCT 1991,Men,Marathon
3903,2:13:36,Primož Kobe,SLO,23 MAY 1981,37,Siena (ITA),11 APR 2021,Men,Marathon
3903,2:13:36,Sergey Krestyanikov,URS,19 SEP 1962,8,Uzhgorod (URS),12 APR 1987,Men,Marathon
3903,2:13:36,Lewis Korir,KEN,11 JUN 1986,1,Vantaa (FIN),14 OCT 2012,Men,Marathon
3903,2:13:36,Phil Costley,NZL,16 MAR 1970,1,Brisbane (AUS),24 JUN 2001,Men,Marathon
3903,2:13:36,Norihiro Otoshi,JPN,09 JUL 1969,11,Otsu (JPN),03 MAR 1996,Men,Marathon
3912,2:13:37,Norio Kamijyo,JPN,25 MAR 1984,3,Nagano (JPN),15 APR 2007,Men,Marathon
3912,2:13:37,Tomokazu Takatsu,JPN,02 JUL 1975,12,Otsu (JPN),02 MAR 2003,Men,Marathon
3912,2:13:37,Fred Ntabo Getange,KEN,1975,5,Reims (FRA),26 OCT 2003,Men,Marathon
3912,2:13:37,Said Belhout,ALG,16 APR 1975,9,Paris (FRA),04 APR 2004,Men,Marathon
3912,2:13:37,Adere Tola Belete,ETH,06 DEC 1983,7,Dalian (CHN),13 MAY 2018,Men,Marathon
3912,2:13:37,José Moreira,POR,05 MAY 1980,3,Sevilla (ESP),14 FEB 2010,Men,Marathon
3912,2:13:37,Betram Keter,KEN,1987,6,Enschede (NED),22 APR 2012,Men,Marathon
3912,2:13:37,Barnabas Sigei,KEN,1988,11,Köln (GER),14 OCT 2012,Men,Marathon
3912,2:13:37,Kefah Anyona Keraro,KEN,02 FEB 1969,4,"Cleveland, OH (USA)",30 APR 2000,Men,Marathon
3912,2:13:37,Grzegorz Glogosz,POL,16 JUL 1969,1,Casablanca (MAR),29 NOV 1998,Men,Marathon
3912,2:13:37,John Mutai,KEN,26 MAY 1966,2,Sevilla (ESP),22 FEB 1998,Men,Marathon
3912,2:13:37,Marcello Curioni,ITA,28 MAY 1965,7,Torino (ITA),11 MAY 1997,Men,Marathon
3912,2:13:37,Dario Castro,MEX,29 JUN 1989,17,Hamburg (GER),24 APR 2022,Men,Marathon
3912,2:13:37,Keith Cullen,GBR,13 JUN 1972,15,London (GBR),16 APR 2000,Men,Marathon
3912,2:13:37,Hlynur Andrésson,ISL,16 SEP 1993,5,Dresden (GER),21 MAR 2021,Men,Marathon
3912,2:13:37,Josphat Kiptanui Too,KEN,29 MAY 1986,9,Hong Kong (HKG),25 JAN 2015,Men,Marathon
3912,2:13:37,Richard Umberg,SUI,10 MAY 1950,6,Maassluis (NED),07 APR 1984,Men,Marathon
3912,2:13:37,Kazimierz Lasecki,POL,30 MAR 1958,7,Debno (POL),06 APR 1986,Men,Marathon
3912,2:13:37,Adam Motlagale,RSA,06 MAR 1961,3,Cape Town (RSA),25 FEB 1996,Men,Marathon
3912,2:13:37,Mike Kearns,GBR,27 FEB 1954,4,London (GBR),29 MAR 1981,Men,Marathon
3932,2:13:38,Victor Kimeli,KEN,1986,2,Verona (ITA),07 OCT 2012,Men,Marathon
3932,2:13:38,Ayoub Dardar,MAR,20 JAN 1993,4,Kobe (JPN),19 NOV 2023,Men,Marathon
3932,2:13:38,Leonid Latsepov,EST,22 MAR 1998,11,Wien (AUT),21 APR 2024,Men,Marathon
3932,2:13:38,Wilson Cheruiyot,KEN,15 NOV 1987,4,Kunming (CHN),31 DEC 2023,Men,Marathon
3932,2:13:38,Samuel Kimaiyo,KEN,02 JUL 1971,4,Dubai (UAE),11 JAN 2002,Men,Marathon
3932,2:13:38,Melly Rodgers,KEN,1988,2,Münster (GER),11 SEP 2016,Men,Marathon
3932,2:13:38,Sho Matsumoto,JPN,19 OCT 1988,5,Nobeoka (JPN),10 FEB 2013,Men,Marathon
3932,2:13:38,Eliud Kirui,KEN,15 AUG 1975,2f1,Verona (ITA),08 FEB 2009,Men,Marathon
3932,2:13:38,Andrzej Sajkowski,POL,21 MAY 1952,3,Debno (POL),27 APR 1980,Men,Marathon
3932,2:13:38,Nabil Ben Krama,ALG,23 MAR 1980,1,Algiers (ALG),04 JUN 2010,Men,Marathon
3932,2:13:38,Martin Bremer,GER,19 MAR 1970,1,Frankfurt (GER),27 OCT 1996,Men,Marathon
3932,2:13:38,Stephens Morake,RSA,23 JUL 1954,4,Cape Town (RSA),30 APR 1988,Men,Marathon
3932,2:13:38,Frank Plasso,USA,15 JUN 1960,4,St. Paul (USA),30 SEP 1984,Men,Marathon
3932,2:13:38,Edwin De Vries,NED,11 DEC 1992,20,Berlin (GER),29 SEP 2019,Men,Marathon
3932,2:13:38,Tadaaki Ueoka,JPN,27 NOV 1942,3,Fukuoka (JPN),08 DEC 1968,Men,Marathon
3932,2:13:38,Dagne Debela,ETH,1971,3,Hofu (JPN),16 DEC 2001,Men,Marathon
3932,2:13:38,Igor Sidorenko,UKR,22 JUN 1967,2,Puteaux (FRA),10 NOV 1996,Men,Marathon
3949,2:13:39,Jung-Kuk Lee,KOR,18 DEC 1995,18,Seoul (KOR),17 APR 2022,Men,Marathon
3949,2:13:39,Robert Wambua Mbithi,KEN,26 JUN 1989,5,Wuxi (CHN),25 MAR 2018,Men,Marathon
3949,2:13:39,Noureddin Htaibi,MAR,15 SEP 1984,16,Frankfurt (GER),25 OCT 2015,Men,Marathon
3949,2:13:39,Reuben Kemboi,KEN,27 AUG 1995,5,Casablanca (MAR),28 OCT 2018,Men,Marathon
3949,2:13:39,Gopi Thonakal,IND,24 MAY 1988,10,Seoul (KOR),17 MAR 2019,Men,Marathon
3949,2:13:39,Joseph Whelan,USA,13 NOV 1990,4,"Duluth, MN (USA)",22 JUN 2019,Men,Marathon
3949,2:13:39,Ilie Alexandru Corneschi,ROU,17 JUL 1991,22,Berlin (GER),25 SEP 2022,Men,Marathon
3949,2:13:39,Katsumitsu Sakai,JPN,30 MAR 1960,9,Otsu (JPN),08 MAR 1987,Men,Marathon
3949,2:13:39,Donnie Cowart,USA,24 OCT 1985,4,"Valley Cottage, NY (USA)",14 OCT 2023,Men,Marathon
3949,2:13:39,Jacek Konieczny,POL,11 JUN 1959,8,Debno (POL),06 APR 1986,Men,Marathon
3949,2:13:39,Neil Cusack,IRL,30 OCT 1951,1,"Boston, MA (USA)",15 APR 1974,Men,Marathon
3949,2:13:39,Takehiro Arakawa,JPN,21 MAY 1985,10,Oita (JPN),05 FEB 2012,Men,Marathon
3949,2:13:39,Justin Mahieu,BEL,12 AUG 1985,38,Valencia (ESP),04 DEC 2022,Men,Marathon
3949,2:13:39,Shadrack Maiyo,KEN,,3,Bruxelles (BEL),14 OCT 2007,Men,Marathon
3963,2:13:40,Vladimir Taratukhin,URS,17 JUL 1959,7,Mogilyov (URS),15 JUN 1985,Men,Marathon
3963,2:13:40,Benedict Ako,TAN,05 AUG 1968,4,"Duluth, MN (USA)",19 JUN 1999,Men,Marathon
3963,2:13:40,Victor Mora,COL,24 NOV 1944,4,Montréal (CAN),13 SEP 1981,Men,Marathon
3963,2:13:40,Jarl Gaute Aase,NOR,31 AUG 1959,7,"Houston, TX (USA)",19 JAN 1986,Men,Marathon
3963,2:13:40,Gideon Mutisya,KEN,17 JAN 1967,12,London (GBR),26 APR 1998,Men,Marathon
3963,2:13:40,David Mungai,KEN,07 DEC 1968,4,"Cleveland, OH (USA)",16 MAY 1993,Men,Marathon
3963,2:13:40,Kenzo Kawabata,JPN,07 NOV 1984,18,Otsu (JPN),06 MAR 2011,Men,Marathon
3963,2:13:40,Suichi Miyata,JPN,23 MAY 1972,11,Otsu (JPN),02 MAR 1997,Men,Marathon
3963,2:13:40,Inocencio Miranda,MEX,23 SEP 1961,3,"Pittsburgh, PA (USA)",07 MAY 1995,Men,Marathon
3963,2:13:40,Andrew Lemoncello,GBR,12 OCT 1982,8,London (GBR),25 APR 2010,Men,Marathon
3963,2:13:40,Bruno Le Stum,FRA,25 DEC 1959,14,London (GBR),02 APR 1995,Men,Marathon
3963,2:13:40,Yusei Yoshida,JPN,26 JUL 1995,7,Nobeoka (JPN),12 FEB 2023,Men,Marathon
3963,2:13:40,Kamel Kohil,ALG,25 DEC 1971,12,Rotterdam (NED),04 APR 2004,Men,Marathon
3963,2:13:40,Artyom Alekseyev,RUS,11 MAY 1989,1,Moskva (RUS),25 SEP 2016,Men,Marathon
3963,2:13:40,Ruslan Khoroshilov,RUS,03 NOV 1991,1,Sochi (RUS),02 APR 2022,Men,Marathon
3978,2:13:41,Shigeki Tsuji,JPN,24 JUN 1986,16,Otsu (JPN),02 MAR 2014,Men,Marathon
3978,2:13:41,Viktor Nedybalyuk,URS,04 SEP 1956,3,Vilnius (LTU),26 APR 1986,Men,Marathon
3978,2:13:41,Hideyuki Ikegami,JPN,17 DEC 1993,2,Osaka (JPN),26 NOV 2017,Men,Marathon
3978,2:13:41,Zakihele Zondo,RSA,20 SEP 1967,2,Port Elizabeth (RSA),28 JUL 1990,Men,Marathon
3978,2:13:41,Carlos Grisales,COL,24 AUG 1966,8,"Chicago, IL (USA)",15 OCT 1995,Men,Marathon
3978,2:13:41,Dale Rixon,GBR,08 JUL 1966,4,Puteaux (FRA),10 NOV 1996,Men,Marathon
3978,2:13:41,Nobuyuki Kajiyama,JPN,17 NOV 1972,8,Beppu (JPN),07 FEB 1999,Men,Marathon
3978,2:13:41,Ricky Flynn,USA,20 JUL 1987,12,"Houston, TX (USA)",14 JAN 2012,Men,Marathon
3978,2:13:41,Lee Merrien,GBR,26 APR 1979,15,London (GBR),22 APR 2012,Men,Marathon
3978,2:13:41,Jean Weyts,BEL,10 APR 1960,6,Berlin (GER),04 OCT 1987,Men,Marathon
3978,2:13:41,Joao Pacau,BRA,11 NOV 1963,2,Lisboa (POR),28 NOV 1993,Men,Marathon
3978,2:13:41,Nuno Lopes,POR,11 AUG 1987,39,Valencia (ESP),04 DEC 2022,Men,Marathon
3978,2:13:41,Takuya Kumashiro,JPN,15 MAR 1995,46,Osaka (JPN),26 FEB 2023,Men,Marathon
3978,2:13:41,Mokofane Milton Kekana,RSA,03 OCT 1995,9,Durban (RSA),28 APR 2024,Men,Marathon
3978,2:13:41,Takanori Ide,JPN,24 MAR 1984,16,Otsu (JPN),04 MAR 2012,Men,Marathon
3978,2:13:41,Jakub Nowak,POL,18 NOV 1989,8,Warszawa (POL),14 APR 2019,Men,Marathon
